title,authors,journal,pmid,page,url
"[Use of Google Maps for geocoding data from the Mortality Information System in Rio de Janeiro municipality, Brazil, 2010-2012].","Silveira IHD, Oliveira BFA, Junger WL.","{'name': 'Epidemiol Serv Saude', 'year': 2017, 'citation': 'Epidemiol Serv Saude. 2017 Oct-Dec;26(4):881-886. doi: 10.5123/S1679-49742017000400018.'}",29211150,18,https://pubmed.ncbi.nlm.nih.gov/29211150/
"[Evaluation of data on live birth certificates from the Information System on Live Births (SINASC) in Campinas, Sao Paulo, 2009].","Gabriel GP, Chiquetto L, Morcillo AM, Ferreira Mdo C, Bazan IG, Daolio LD, Lemos JJ, Carniel Ede F.","{'name': 'Rev Paul Pediatr', 'year': 2014, 'citation': 'Rev Paul Pediatr. 2014 Sep;32(3):183-8. doi: 10.1590/0103-0582201432306. Epub 2014 Oct 3.'}",25479847,18,https://pubmed.ncbi.nlm.nih.gov/25479847/
Costly information system eventually pays off.,[No authors listed],"{'name': 'Manag Care', 'year': 2005, 'citation': 'Manag Care. 2005 Mar;14(3):70.'}",15825616,18,https://pubmed.ncbi.nlm.nih.gov/15825616/
Buying a healthcare information system.,Clegg TA.,"{'name': 'J Healthc Resour Manag', 'year': 1998, 'citation': 'J Healthc Resour Manag. 1998 Jan-Feb;16(1):10-5.'}",10177065,19,https://pubmed.ncbi.nlm.nih.gov/10177065/
Principles of health information systems in developing countries.,Krickeberg K.,"{'name': 'Health Inf Manag', 'year': 2007, 'citation': 'Health Inf Manag. 2007;36(3):8-20. doi: 10.1177/183335830703600303.'}",18195412,19,https://pubmed.ncbi.nlm.nih.gov/18195412/
Structuring information systems for more effective disease control programs.,"Parker BR, Kaluzny AD.","{'name': 'J Med Syst', 'year': 1982, 'citation': 'J Med Syst. 1982 Dec;6(6):613-31. doi: 10.1007/BF00995511.'}",7183732,19,https://pubmed.ncbi.nlm.nih.gov/7183732/
Delivering clinical evidence where it's needed: building an information system worthy of the profession.,"Davidoff F, Miglus J.","{'name': 'JAMA', 'year': 2011, 'citation': 'JAMA. 2011 May 11;305(18):1906-7. doi: 10.1001/jama.2011.619.'}",21558524,19,https://pubmed.ncbi.nlm.nih.gov/21558524/
Testing in the development and implementation of a management information system. Program testing and system testing.,Slattery CJ.,"{'name': 'NLN Publ', 'year': 1975, 'citation': 'NLN Publ. 1975;(21-1593):26-9.'}",1045169,19,https://pubmed.ncbi.nlm.nih.gov/1045169/
Developing a geriatric information system.,Zimmerman JL.,"{'name': 'Bull Am Soc Inf Sci', 'year': 1987, 'citation': 'Bull Am Soc Inf Sci. 1987 Jun-Jul;13(5):18-9.'}",10282530,19,https://pubmed.ncbi.nlm.nih.gov/10282530/
Developing a comprehensive information system.,"Snope T, Duran J.","{'name': 'ASHA', 'year': 1980, 'citation': 'ASHA. 1980 Aug;22(8):550-5.'}",7000086,19,https://pubmed.ncbi.nlm.nih.gov/7000086/
A selective patient information system.,"Neurath PW, Bloedorn FG, Munzenrider JE, Pedrazzi MG.","{'name': 'Cancer', 'year': 1974, 'citation': 'Cancer. 1974 Jun;33(6):1653-63. doi: 10.1002/1097-0142(197406)33:6<1653::aid-cncr2820330628>3.0.co;2-e.'}",4834160,19,https://pubmed.ncbi.nlm.nih.gov/4834160/
The elusive hospital information system.,Randall AM.,"{'name': 'Comput Healthc', 'year': 1984, 'citation': 'Comput Healthc. 1984 Feb;5(2):56, 58.'}",10264586,19,https://pubmed.ncbi.nlm.nih.gov/10264586/
Implementing the management information system.,Whitney DR.,"{'name': 'NLN Publ', 'year': 1975, 'citation': 'NLN Publ. 1975;(21-1593):30-4.'}",1045170,19,https://pubmed.ncbi.nlm.nih.gov/1045170/
Creating an employee information system.,Bloom EP.,"{'name': 'Pers Adm', 'year': 1982, 'citation': 'Pers Adm. 1982 Nov;27(11):67-70.'}",10260395,20,https://pubmed.ncbi.nlm.nih.gov/10260395/
A computerized patient information system.,Reilly D.,"{'name': 'Nurs Manage', 'year': 1982, 'citation': 'Nurs Manage. 1982 Aug;13(8):32-6. doi: 10.1097/00006247-198208000-00009.'}",6921575,20,https://pubmed.ncbi.nlm.nih.gov/6921575/
MetaSurv: Web-Platform Generator for the Monitoring of Health Indicators and Interactive Geographical Information System.,"Toubiana L, Moreau S, Bonnard G.","{'name': 'Stud Health Technol Inform', 'year': 2005, 'citation': 'Stud Health Technol Inform. 2005;116:989-93.'}",16160387,20,https://pubmed.ncbi.nlm.nih.gov/16160387/
[Quality of socioeconomic and demographic data in relation to infant mortality in the Brazilian Mortality Information System (1996/2001)].,"Romero DE, Cunha CB.","{'name': 'Cad Saude Publica', 'year': 2006, 'citation': 'Cad Saude Publica. 2006 Mar;22(3):673-84. doi: 10.1590/s0102-311x2006000300022. Epub 2006 Mar 27.'}",16583111,20,https://pubmed.ncbi.nlm.nih.gov/16583111/
The Miami Heart Institute information system.,"Budkin A, Daily JD, Hunt D, Bechtel LE, Harvey BF.","{'name': 'J Med Syst', 'year': 1978, 'citation': 'J Med Syst. 1978;2(1):45-57. doi: 10.1007/BF02225582.'}",10238825,20,https://pubmed.ncbi.nlm.nih.gov/10238825/
Unified national health information system.,"Jaravaza VS, McCoy MC, Dando BS, Jangano FD.","{'name': 'Cent Afr J Med', 'year': 1982, 'citation': 'Cent Afr J Med. 1982 Feb;28(2):25-8.'}",7083317,20,https://pubmed.ncbi.nlm.nih.gov/7083317/
Politics and technology in health information systems development: a discourse analysis of conflicts addressed in a systems design group.,"Irestig M, Timpka T.","{'name': 'J Biomed Inform', 'year': 2008, 'citation': 'J Biomed Inform. 2008 Feb;41(1):82-94. doi: 10.1016/j.jbi.2007.05.009. Epub 2007 Jun 6.'}",17765018,20,https://pubmed.ncbi.nlm.nih.gov/17765018/
Workplace Hazardous Material Information System (WHMIS) and universal precautions: a sensible approach.,"Yassi A, Elias J, McGill M.","{'name': 'Can J Public Health', 'year': 1989, 'citation': 'Can J Public Health. 1989 Nov-Dec;80(6):450-1.'}",2611745,20,https://pubmed.ncbi.nlm.nih.gov/2611745/
Hoffmann-La Roche's on-line batch interactive chemical information system.,"Sheng A, Lupi L, Ronayne M, Sprules A, Zornetzer S.","{'name': 'J Chem Doc', 'year': 1974, 'citation': 'J Chem Doc. 1974 Nov;14(4):179-85. doi: 10.1021/c160055a008.'}",4452738,20,https://pubmed.ncbi.nlm.nih.gov/4452738/
[Transforming the Peruvian birth information system].,"Curioso WH, Pardo K, Loayza M.","{'name': 'Rev Peru Med Exp Salud Publica', 'year': 2013, 'citation': 'Rev Peru Med Exp Salud Publica. 2013 Apr;30(2):303-7.'}",23949519,20,https://pubmed.ncbi.nlm.nih.gov/23949519/
Challenges of developing a cervical screening information system: the Ontario pilot project.,"Marrett LD, Theis B, Baker MI, Whittick D.","{'name': 'Cancer Prev Control', 'year': 1998, 'citation': 'Cancer Prev Control. 1998 Oct;2(5):221-7.'}",10093636,21,https://pubmed.ncbi.nlm.nih.gov/10093636/
"The infection control information system of the Hospital Infections Program, Centers for Disease Control and Prevention.",Manangan LP.,"{'name': 'Am J Infect Control', 'year': 1996, 'citation': 'Am J Infect Control. 1996 Dec;24(6):463-7. doi: 10.1016/s0196-6553(96)90040-1.'}",8974172,21,https://pubmed.ncbi.nlm.nih.gov/8974172/
A summary of the Workplace Hazardous Materials Information System (WHMIS).,Mendel J.,"{'name': 'Ont Dent', 'year': 1995, 'citation': 'Ont Dent. 1995 Oct;72(8):41-2.'}",9468965,21,https://pubmed.ncbi.nlm.nih.gov/9468965/
Medicaid program; Medicaid Management Information System requirements for physician and supplier services--HCFA. Final notice.,[No authors listed],"{'name': 'Fed Regist', 'year': 1985, 'citation': 'Fed Regist. 1985 Oct 7;50(194):40895-9.'}",10300362,21,https://pubmed.ncbi.nlm.nih.gov/10300362/
An information system for HMOs: designed from the ground up.,Rock AS.,"{'name': 'Comput Healthc', 'year': 1983, 'citation': 'Comput Healthc. 1983 Oct;4(10):46-8, 50.'}",10262680,21,https://pubmed.ncbi.nlm.nih.gov/10262680/
Modelling and simulation of information systems on computer: methodological advantages.,"Huet B, Martin J.","{'name': 'Med Inform (Lond)', 'year': 1980, 'citation': 'Med Inform (Lond). 1980 Jul-Sep;5(3):193-203. doi: 10.3109/14639238009016065.'}",7464346,21,https://pubmed.ncbi.nlm.nih.gov/7464346/
Assessing Community Health Information Systems: Evidence from Child Health Records in Food Insecure Areas of the Ethiopian Highlands.,"Hirvonen K, Berhane G, Assefa TW.","{'name': 'Matern Child Health J', 'year': 2020, 'citation': 'Matern Child Health J. 2020 Aug;24(8):1028-1037. doi: 10.1007/s10995-020-02943-1.'}",32347438,21,https://pubmed.ncbi.nlm.nih.gov/32347438/
SAMS--a systems architecture for developing intelligent health information systems.,"Yılmaz Ö, Erdur RC, Türksever M.","{'name': 'J Med Syst', 'year': 2013, 'citation': 'J Med Syst. 2013 Dec;37(6):9989. doi: 10.1007/s10916-013-9989-5. Epub 2013 Nov 7.'}",24197356,21,https://pubmed.ncbi.nlm.nih.gov/24197356/
Searching for answers on a clinical information system.,Safran C.,"{'name': 'Methods Inf Med', 'year': 1995, 'citation': 'Methods Inf Med. 1995 Mar;34(1-2):79-84.'}",9082142,21,https://pubmed.ncbi.nlm.nih.gov/9082142/
[Evaluation of the plenitude of epidemiological variables of the Information System on Mortality of women with deaths from breast cancer in the Southeast Region: Brazil (1998 - 2007)].,"Felix JD, Zandonade E, Amorim MH, Castro DS.","{'name': 'Cien Saude Colet', 'year': 2012, 'citation': 'Cien Saude Colet. 2012 Apr;17(4):945-53. doi: 10.1590/s1413-81232012000400016.'}",22534848,21,https://pubmed.ncbi.nlm.nih.gov/22534848/
Development of a chemical information system.,Milne GW.,"{'name': 'J Assoc Off Anal Chem', 'year': 1982, 'citation': 'J Assoc Off Anal Chem. 1982 Sep;65(5):1249-58.'}",7130096,22,https://pubmed.ncbi.nlm.nih.gov/7130096/
"Official information systems for cryptococcal meningitis, state of Rio de Janeiro, Southeastern Brazil.","Leimann BC, Koifman RJ.","{'name': 'Rev Saude Publica', 'year': 2009, 'citation': 'Rev Saude Publica. 2009 Aug;43(4):717-20. doi: 10.1590/s0034-89102009005000029. Epub 2009 May 15.'}",19448921,22,https://pubmed.ncbi.nlm.nih.gov/19448921/
Framework for a clinical information system.,Van de Velde R.,"{'name': 'Int J Med Inform', 'year': 2000, 'citation': 'Int J Med Inform. 2000 Jan;57(1):57-72. doi: 10.1016/s1386-5056(99)00062-3.'}",10708255,22,https://pubmed.ncbi.nlm.nih.gov/10708255/
Adaptation of software with the nursing process for innovation units.,"Domingos CS, Boscarol GT, Souza CC, Tannure MC, Chianca TCM, Salgado PO.","{'name': 'Rev Bras Enferm', 'year': 2019, 'citation': 'Rev Bras Enferm. 2019 Mar-Apr;72(2):400-407. doi: 10.1590/0034-7167-2018-0579. Epub 2019 Apr 18.'}",31017202,22,https://pubmed.ncbi.nlm.nih.gov/31017202/
Future information system planning: a management perspective.,Schlotman RS.,"{'name': 'Softw Healthc', 'year': 1985, 'citation': 'Softw Healthc. 1985 Jun-Jul;3(3):22, 24.'}",10300391,22,https://pubmed.ncbi.nlm.nih.gov/10300391/
Information technology financing options.,Rai D.,"{'name': 'Healthc Financ Manage', 'year': 1996, 'citation': 'Healthc Financ Manage. 1996 Jan;50(1):56, 58, 60-2.'}",10154097,22,https://pubmed.ncbi.nlm.nih.gov/10154097/
[Information system on a countrywide scale].,Auld M.,"{'name': 'Pieleg Polozna', 'year': 1986, 'citation': 'Pieleg Polozna. 1986;(4-5):6-7.'}",3640495,22,https://pubmed.ncbi.nlm.nih.gov/3640495/
Computerized management information system. One agency's experience.,Levinson M.,"{'name': 'Pract Dig', 'year': 1983, 'citation': 'Pract Dig. 1983 Winter;6(3):21-3.'}",10265510,22,https://pubmed.ncbi.nlm.nih.gov/10265510/
Integrating data from biological experiments into metabolic networks with the DBE information system.,"Borisjuk L, Hajirezaei MR, Klukas C, Rolletschek H, Schreiber F.","{'name': 'In Silico Biol', 'year': 2005, 'citation': 'In Silico Biol. 2005;5(2):93-102.'}",15972009,22,https://pubmed.ncbi.nlm.nih.gov/15972009/
Acquisition of a laboratory information system.,Bilger MP.,"{'name': 'Healthc Comput Commun', 'year': 1987, 'citation': 'Healthc Comput Commun. 1987 Apr;4(4):36-8.'}",10281301,22,https://pubmed.ncbi.nlm.nih.gov/10281301/
Planning for a hospital information system.,Youngblood JR.,"{'name': 'Comput Healthc', 'year': 1983, 'citation': 'Comput Healthc. 1983 Oct;4(10):29.'}",10299251,23,https://pubmed.ncbi.nlm.nih.gov/10299251/
Evaluation protocol for information system planning.,Schmitz HH.,"{'name': 'Health Care Strateg Manage', 'year': 1984, 'citation': 'Health Care Strateg Manage. 1984 Jul;2(7):17-20.'}",10267747,23,https://pubmed.ncbi.nlm.nih.gov/10267747/
Installing a computer-based patient information system.,Hughes SJ.,"{'name': 'J Nurs Adm', 'year': 1980, 'citation': 'J Nurs Adm. 1980 May;10(5):7-10.'}",6900662,23,https://pubmed.ncbi.nlm.nih.gov/6900662/
A framework for evaluation of medical information systems.,Turunen P.,"{'name': 'Stud Health Technol Inform', 'year': 2003, 'citation': 'Stud Health Technol Inform. 2003;95:611-6.'}",14664055,23,https://pubmed.ncbi.nlm.nih.gov/14664055/
Proposed information system for management of electromedical equipment.,Johnston GI.,"{'name': 'J Clin Eng', 'year': 1982, 'citation': 'J Clin Eng. 1982 Jan-Mar;7(1):29-39. doi: 10.1097/00004669-198201000-00004.'}",10255251,23,https://pubmed.ncbi.nlm.nih.gov/10255251/
Maintaining health information system at healthcare institutions: a need of the day.,"Siddiqui FJ, Sami SA.","{'name': 'J Pak Med Assoc', 'year': 2005, 'citation': 'J Pak Med Assoc. 2005 Oct;55(10):465.'}",16304861,23,https://pubmed.ncbi.nlm.nih.gov/16304861/
A computerized information system for a pain clinic.,"Hildebrandt J, Klar R, Weyland A, Wieding JU.","{'name': 'Methods Inf Med', 'year': 1987, 'citation': 'Methods Inf Med. 1987 Apr;26(2):97-101.'}",3587058,23,https://pubmed.ncbi.nlm.nih.gov/3587058/
A glossary of information system terms.,[No authors listed],"{'name': 'Health Syst Lead', 'year': 1994, 'citation': 'Health Syst Lead. 1994 Oct;1(8):16-8.'}",10140121,23,https://pubmed.ncbi.nlm.nih.gov/10140121/
A computer-based frozen blood inventory and information system.,"Roberts SC, Ruess DT, Camp FR Jr.","{'name': 'Transfusion', 'year': 1975, 'citation': 'Transfusion. 1975 May-Jun;15(3):278-84. doi: 10.1046/j.1537-2995.1975.15375160366.x.'}",1129837,23,https://pubmed.ncbi.nlm.nih.gov/1129837/
The role of medical informatics in establishing an integrated and intelligent medical information system.,Kitagawa T.,"{'name': 'Med Inform (Lond)', 'year': 1982, 'citation': 'Med Inform (Lond). 1982 Jan-Mar;7(1):19-28. doi: 10.3109/14639238209020639.'}",7109776,23,https://pubmed.ncbi.nlm.nih.gov/7109776/
Linking primary care information systems and public health vertical programs in the Philippines: an open-source experience.,"Herman T, Marcelo A, Marcelo P, Maramba I.","{'name': 'AMIA Annu Symp Proc', 'year': 2005, 'citation': 'AMIA Annu Symp Proc. 2005;2005:311-5.'}",16779052,24,https://pubmed.ncbi.nlm.nih.gov/16779052/
[Information systems in health and health indicators: an integrating perspective].,"Canela-Soler J, Elvira-Martínez D, Labordena-Barceló MJ, Loyola-Elizondo E.","{'name': 'Med Clin (Barc)', 'year': 2010, 'citation': 'Med Clin (Barc). 2010 Feb;134 Suppl 1:3-9. doi: 10.1016/S0025-7753(10)70002-6.'}",20211346,24,https://pubmed.ncbi.nlm.nih.gov/20211346/
"Turtle: a prototype, real time, public transport information system focused on the needs of disabled older people.","Mullis VJ, Littlejohn JM.","{'name': 'Stud Health Technol Inform', 'year': 1998, 'citation': 'Stud Health Technol Inform. 1998;48:235-9.'}",10186518,24,https://pubmed.ncbi.nlm.nih.gov/10186518/
"'Paperless' information system cuts costs, improves data services.",Werneburg D.,"{'name': 'Hospitals', 'year': 1982, 'citation': 'Hospitals. 1982 Mar 1;56(5):49.'}",7056530,24,https://pubmed.ncbi.nlm.nih.gov/7056530/
Data-Driven Modeling of Complex Business Process in Heterogeneous Environment of Healthcare Organization with Health Information Systems.,"Kshenin A, Kovalchuk S.","{'name': 'Stud Health Technol Inform', 'year': 2021, 'citation': 'Stud Health Technol Inform. 2021 Oct 27;285:118-123. doi: 10.3233/SHTI210583.'}",34734861,24,https://pubmed.ncbi.nlm.nih.gov/34734861/
An occupational injury management information system.,Wilkinson WE.,"{'name': 'Occup Health Nurs', 'year': 1984, 'citation': 'Occup Health Nurs. 1984 Aug;32(8):400-9. doi: 10.1177/216507998403200801.'}",6566071,24,https://pubmed.ncbi.nlm.nih.gov/6566071/
A medical staff credentialing information system.,Kushman L.,"{'name': 'Hosp Top', 'year': 1984, 'citation': 'Hosp Top. 1984 Jan-Feb;62(1):18-20. doi: 10.1080/00185868.1984.9948346.'}",10264680,24,https://pubmed.ncbi.nlm.nih.gov/10264680/
"Introducing the ""Patient Care Information System"".",Pati B.,"{'name': 'J Nurs Adm', 'year': 1981, 'citation': 'J Nurs Adm. 1981 Feb;11(2):8.'}",6914373,24,https://pubmed.ncbi.nlm.nih.gov/6914373/
Laboratory oriented computerized drug information system.,"Young DS, Pestaner LC, Friedman RB.","{'name': 'Drug Inf J', 'year': 1975, 'citation': 'Drug Inf J. 1975 May-Sep;9(2-3):182-9.'}",10316628,24,https://pubmed.ncbi.nlm.nih.gov/10316628/
Canada's new management information system guidelines.,"Crewson HA, Lowry B.","{'name': 'World Hosp', 'year': 1985, 'citation': 'World Hosp. 1985 Nov;21(4):18-21.'}",10276027,24,https://pubmed.ncbi.nlm.nih.gov/10276027/
User-defined functions in the Arden Syntax: An extension proposal.,"Karadimas H, Ebrahiminia V, Lepage E.","{'name': 'Artif Intell Med', 'year': 2018, 'citation': 'Artif Intell Med. 2018 Nov;92:103-110. doi: 10.1016/j.artmed.2015.11.003. Epub 2015 Dec 11.'}",26754540,25,https://pubmed.ncbi.nlm.nih.gov/26754540/
A computerised information system at a regional teaching hospital.,Rousset B.,"{'name': 'World Hosp', 'year': 1983, 'citation': 'World Hosp. 1983 Nov;19(4):14-6.'}",10264508,25,https://pubmed.ncbi.nlm.nih.gov/10264508/
Privacy impact assessment in the design of transnational public health information systems: the BIRO project.,"Di Iorio CT, Carinci F, Azzopardi J, Baglioni V, Beck P, Cunningham S, Evripidou A, Leese G, Loevaas KF, Olympios G, Federici MO, Pruna S, Palladino P, Skeie S, Taverner P, Traynor V, Benedetti MM.","{'name': 'J Med Ethics', 'year': 2009, 'citation': 'J Med Ethics. 2009 Dec;35(12):753-61. doi: 10.1136/jme.2009.029918.'}",19948932,25,https://pubmed.ncbi.nlm.nih.gov/19948932/
"Toward a new information infrastructure in health technology assessment: communication, design, process, and results.","Neikter SA, Rehnqvist N, Rosén M, Dahlgren H.","{'name': 'Int J Technol Assess Health Care', 'year': 2009, 'citation': 'Int J Technol Assess Health Care. 2009 Dec;25 Suppl 2:92-8. doi: 10.1017/S0266462309990730.'}",20030896,25,https://pubmed.ncbi.nlm.nih.gov/20030896/
[Optimization of the database of the hospital information system and improvement of its performance].,Xue Y.,"{'name': 'Zhongguo Yi Liao Qi Xie Za Zhi', 'year': 2008, 'citation': 'Zhongguo Yi Liao Qi Xie Za Zhi. 2008 Jan;32(1):58-61.'}",18438055,25,https://pubmed.ncbi.nlm.nih.gov/18438055/
An improved biometrics-based authentication scheme for telecare medical information systems.,"Guo D, Wen Q, Li W, Zhang H, Jin Z.","{'name': 'J Med Syst', 'year': 2015, 'citation': 'J Med Syst. 2015 Mar;39(3):20. doi: 10.1007/s10916-015-0194-6. Epub 2015 Feb 8.'}",25663481,25,https://pubmed.ncbi.nlm.nih.gov/25663481/
Transferring a national information system from the public sector to the private sector--how the Administration on Aging did it.,Halpin P.,"{'name': 'J Am Soc Inf Sci', 'year': 1985, 'citation': 'J Am Soc Inf Sci. 1985 Jan;36(1):53-5. doi: 10.1002/asi.4630360107.'}",10269440,25,https://pubmed.ncbi.nlm.nih.gov/10269440/
How to get the most information system for your money: Part III. Savvy contract negotiations.,[No authors listed],"{'name': 'Natl Rep Subacute Care', 'year': 1998, 'citation': 'Natl Rep Subacute Care. 1998 Mar 25;6(6):6-8.'}",10178934,25,https://pubmed.ncbi.nlm.nih.gov/10178934/
Can your information system deliver the data you need to adjust population risk?,[No authors listed],"{'name': 'Capitation Manag Rep', 'year': 1998, 'citation': 'Capitation Manag Rep. 1998 Oct;5(10):150-4.'}",10338765,25,https://pubmed.ncbi.nlm.nih.gov/10338765/
An approach for building a personal health information system using conceptual domain knowledge.,"Gurupur VP, Suh SC, Selvaggi RR, Karla PR, Nair JS, Ajit S.","{'name': 'J Med Syst', 'year': 2012, 'citation': 'J Med Syst. 2012 Dec;36(6):3685-93. doi: 10.1007/s10916-012-9842-2. Epub 2012 Mar 23.'}",22441824,25,https://pubmed.ncbi.nlm.nih.gov/22441824/
The medical information system: an administrative planning and marketing tool.,"Eady C, Sifferle J.","{'name': 'Top Health Rec Manage', 'year': 1982, 'citation': 'Top Health Rec Manage. 1982 Sep;3(1):48-53.'}",10256850,26,https://pubmed.ncbi.nlm.nih.gov/10256850/
Issues in hospital information system development.,[No authors listed],"{'name': 'Hosp Admin Curr', 'year': 1983, 'citation': 'Hosp Admin Curr. 1983 Jan-Mar;27(1):1-6.'}",10258639,26,https://pubmed.ncbi.nlm.nih.gov/10258639/
Proposed Child Protection Information System seems to run counter to best evidence.,"Woodman J, Gilbert R.","{'name': 'BMJ', 'year': 2013, 'citation': 'BMJ. 2013 Jan 30;346:f504. doi: 10.1136/bmj.f504.'}",23364056,26,https://pubmed.ncbi.nlm.nih.gov/23364056/
The use of a geographical information system in historical demography.,Graham D.,"{'name': 'Hist Comput', 'year': 1995, 'citation': 'Hist Comput. 1995;7(1):50-63. doi: 10.3366/hac.1995.7.1.50.'}",11639746,26,https://pubmed.ncbi.nlm.nih.gov/11639746/
Software engineering principles applied to large healthcare information systems--a case report.,"Nardon FB, de A Moura L Jr.","{'name': 'Stud Health Technol Inform', 'year': 2007, 'citation': 'Stud Health Technol Inform. 2007;129(Pt 1):33-7.'}",17911673,26,https://pubmed.ncbi.nlm.nih.gov/17911673/
Healthcare information system trends: the case for strategic planning.,Ferdman G.,"{'name': 'J AHIMA', 'year': 1996, 'citation': 'J AHIMA. 1996 Mar;67(3):36.'}",10156526,26,https://pubmed.ncbi.nlm.nih.gov/10156526/
Developing an information system for discharge planning under prospective pricing.,Fagan JL.,"{'name': 'Disch Plann Update', 'year': 1984, 'citation': 'Disch Plann Update. 1984 Spring;4(3):5-9.'}",10273587,26,https://pubmed.ncbi.nlm.nih.gov/10273587/
So you have a management information system: what's next?,"Wellington S, Benditsky H, Taintor Z, McCleery G.","{'name': 'Top Health Rec Manage', 'year': 1985, 'citation': 'Top Health Rec Manage. 1985 Jun;5(4):53-63.'}",10271690,26,https://pubmed.ncbi.nlm.nih.gov/10271690/
"Health services research, outcomes, and perinatal information systems.",Diaz-Rossello JL.,"{'name': 'Curr Opin Pediatr', 'year': 1998, 'citation': 'Curr Opin Pediatr. 1998 Apr;10(2):117-22. doi: 10.1097/00008480-199804000-00001.'}",9608887,26,https://pubmed.ncbi.nlm.nih.gov/9608887/
C-PHIS: a concept map-based knowledge base framework to develop personal health information systems.,"Karla PR, Gurupur VP.","{'name': 'J Med Syst', 'year': 2013, 'citation': 'J Med Syst. 2013 Oct;37(5):9970. doi: 10.1007/s10916-013-9970-3. Epub 2013 Sep 7.'}",24014254,26,https://pubmed.ncbi.nlm.nih.gov/24014254/
"A short-term, cost-effective pharmacy information system.","Dove HG, Fries BE.","{'name': 'J Med Syst', 'year': 1983, 'citation': 'J Med Syst. 1983 Feb;7(1):35-41. doi: 10.1007/BF00993337.'}",6408210,27,https://pubmed.ncbi.nlm.nih.gov/6408210/
National health information systems in the Pacific islands: in search of a future.,Finau SA.,"{'name': 'Health Policy Plan', 'year': 1994, 'citation': 'Health Policy Plan. 1994 Jun;9(2):161-70. doi: 10.1093/heapol/9.2.161.'}",15726778,27,https://pubmed.ncbi.nlm.nih.gov/15726778/
Pugwash interest in communications. Interest of the Pugwash Conferences in a worldwide scientific information system is generating results.,Glass B.,"{'name': 'Science', 'year': 1968, 'citation': 'Science. 1968 Mar 22;159(3821):1328-31. doi: 10.1126/science.159.3821.1328.'}",5644257,27,https://pubmed.ncbi.nlm.nih.gov/5644257/
The organizing vision of integrated health information systems.,"Ellingsen G, Monteiro E.","{'name': 'Health Informatics J', 'year': 2008, 'citation': 'Health Informatics J. 2008 Sep;14(3):223-36. doi: 10.1177/1081180X08093333.'}",18775828,27,https://pubmed.ncbi.nlm.nih.gov/18775828/
Essay at working out an information system for the general practice.,"Buda J, Lomb D.","{'name': 'Sante Publique (Bucur)', 'year': 1986, 'citation': 'Sante Publique (Bucur). 1986 Jan-Mar;29(1):25-34.'}",3798299,27,https://pubmed.ncbi.nlm.nih.gov/3798299/
Safety and security of medical information system.,Tsubo T.,"{'name': 'Jpn Hosp', 'year': 1982, 'citation': 'Jpn Hosp. 1982 Jul;1:57-63.'}",10257936,27,https://pubmed.ncbi.nlm.nih.gov/10257936/
Cost justification for a hospital information system.,Webb RE.,"{'name': 'Hosp Top', 'year': 1982, 'citation': 'Hosp Top. 1982 Jan-Feb;60(1):22-6. doi: 10.1080/00185868.1982.9948219.'}",10309543,27,https://pubmed.ncbi.nlm.nih.gov/10309543/
Planning goals of a health information system.,Scheuer JH.,"{'name': 'J Clin Comput', 'year': 1981, 'citation': 'J Clin Comput. 1981;10(3):102-8.'}",10298660,27,https://pubmed.ncbi.nlm.nih.gov/10298660/
[Oral surgery information handling. Management of an information system in a hospital center].,Lysell L.,"{'name': 'Tandlakartidningen', 'year': 1984, 'citation': 'Tandlakartidningen. 1984 Mar 15;76(6):319-23.'}",6588631,27,https://pubmed.ncbi.nlm.nih.gov/6588631/
[Investigation on the information system of immunization site at township level in Jilin province].,"Lin L, Cao FR, Liu GY.","{'name': 'Zhongguo Yi Miao He Mian Yi', 'year': 2009, 'citation': 'Zhongguo Yi Miao He Mian Yi. 2009 Jun;15(3):274-5.'}",20084901,27,https://pubmed.ncbi.nlm.nih.gov/20084901/
Unnotified deaths and hospital admissions for tuberculosis in the municipality of Rio de Janeiro.,"Sousa LM, Pinheiro RS.","{'name': 'Rev Saude Publica', 'year': 2011, 'citation': 'Rev Saude Publica. 2011 Feb;45(1):31-9. doi: 10.1590/s0034-89102011000100004.'}",21181049,28,https://pubmed.ncbi.nlm.nih.gov/21181049/
The integrated real-time hospital information system: DIOGENE.,Scherrer JR.,"{'name': 'World Hosp', 'year': 1983, 'citation': 'World Hosp. 1983 Nov;19(4):8-11.'}",10264519,28,https://pubmed.ncbi.nlm.nih.gov/10264519/
Alberta redesigns its home care information system.,"Reynolds C, Henderson I.","{'name': 'Health Manage Forum', 'year': 1984, 'citation': 'Health Manage Forum. 1984 Winter;5(4):28-38.'}",10269434,28,https://pubmed.ncbi.nlm.nih.gov/10269434/
The Stockholm County health care information system.,"Zetterblad U, Peterson H.","{'name': 'World Hosp', 'year': 1980, 'citation': 'World Hosp. 1980 May;16(2):14-7.'}",10247797,28,https://pubmed.ncbi.nlm.nih.gov/10247797/
Description of an experimental hospital pharmacy management information system.,Stolar MH.,"{'name': 'Am J Hosp Pharm', 'year': 1983, 'citation': 'Am J Hosp Pharm. 1983 Nov;40(11):1905-13.'}",6650518,28,https://pubmed.ncbi.nlm.nih.gov/6650518/
