title,authors,journal,pmid,page,url
Classification of Oncology Treatment Responses from French Radiology Reports with Supervised Machine Learning.,"Goldman JP, Mottin L, Zaghir J, Keszthelyi D, Lokaj B, Turbé H, Gobeil J, Ruch P, Ehrsam J, Lovis C.","{'name': 'Stud Health Technol Inform', 'year': 2022, 'citation': 'Stud Health Technol Inform. 2022 May 25;294:849-853. doi: 10.3233/SHTI220605.'}",35612224,23,https://pubmed.ncbi.nlm.nih.gov/35612224/
Adoption of Machine Learning in Intelligent Terrain Classification of Hyperspectral Remote Sensing Images.,"Li Y, Wang J, Gao T, Sun Q, Zhang L, Tang M.","{'name': 'Comput Intell Neurosci', 'year': 2020, 'citation': 'Comput Intell Neurosci. 2020 Sep 1;2020:8886932. doi: 10.1155/2020/8886932. eCollection 2020.'}",32952545,24,https://pubmed.ncbi.nlm.nih.gov/32952545/
Using Machine Learning to Improve Personalised Prediction: A Data-Driven Approach to Segment and Stratify Populations for Healthcare.,"Yuill W, Kunz H.","{'name': 'Stud Health Technol Inform', 'year': 2022, 'citation': 'Stud Health Technol Inform. 2022 Jan 14;289:29-32. doi: 10.3233/SHTI210851.'}",35062084,24,https://pubmed.ncbi.nlm.nih.gov/35062084/
Machine learning on Parkinson's disease? Let's translate into clinical practice.,Cerasa A.,"{'name': 'J Neurosci Methods', 'year': 2016, 'citation': 'J Neurosci Methods. 2016 Jun 15;266:161-2. doi: 10.1016/j.jneumeth.2015.12.005. Epub 2015 Dec 29.'}",26743974,24,https://pubmed.ncbi.nlm.nih.gov/26743974/
Short text classification with machine learning in the social sciences: The case of climate change on Twitter.,"Shyrokykh K, Girnyk M, Dellmuth L.","{'name': 'PLoS One', 'year': 2023, 'citation': 'PLoS One. 2023 Sep 29;18(9):e0290762. doi: 10.1371/journal.pone.0290762. eCollection 2023.'}",37773969,24,https://pubmed.ncbi.nlm.nih.gov/37773969/
Multi-Objective Performance Optimization of Machine Learning Models in Healthcare.,"Moradpour M, Ritter Z, Haushild AC.","{'name': 'Stud Health Technol Inform', 'year': 2024, 'citation': 'Stud Health Technol Inform. 2024 Aug 22;316:822-826. doi: 10.3233/SHTI240538.'}",39176919,24,https://pubmed.ncbi.nlm.nih.gov/39176919/
A Novel Unsupervised Machine Learning-Based Method for Chatter Detection in the Milling of Thin-Walled Parts.,"Wang R, Song Q, Liu Z, Ma H, Gupta MK, Liu Z.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Aug 27;21(17):5779. doi: 10.3390/s21175779.'}",34502670,24,https://pubmed.ncbi.nlm.nih.gov/34502670/
Enhancement of Risk Prediction With Machine Learning: Rise of the Machines.,"Rymer JA, Rao SV.","{'name': 'JAMA Netw Open', 'year': 2019, 'citation': 'JAMA Netw Open. 2019 Jul 3;2(7):e196823. doi: 10.1001/jamanetworkopen.2019.6823.'}",31290985,24,https://pubmed.ncbi.nlm.nih.gov/31290985/
Domain-adaptive neural networks improve supervised machine learning based on simulated population genetic data.,"Mo Z, Siepel A.","{'name': 'PLoS Genet', 'year': 2023, 'citation': 'PLoS Genet. 2023 Nov 7;19(11):e1011032. doi: 10.1371/journal.pgen.1011032. eCollection 2023 Nov.'}",37934781,24,https://pubmed.ncbi.nlm.nih.gov/37934781/
"Event Detection for Distributed Acoustic Sensing: Combining Knowledge-Based, Classical Machine Learning, and Deep Learning Approaches.",Bublin M.,"{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Nov 12;21(22):7527. doi: 10.3390/s21227527.'}",34833613,24,https://pubmed.ncbi.nlm.nih.gov/34833613/
"Marine Data Prediction: An Evaluation of Machine Learning, Deep Learning, and Statistical Predictive Models.","Ali A, Fathalla A, Salah A, Bekhit M, Eldesouky E.","{'name': 'Comput Intell Neurosci', 'year': 2021, 'citation': 'Comput Intell Neurosci. 2021 Nov 27;2021:8551167. doi: 10.1155/2021/8551167. eCollection 2021.'}",35186054,24,https://pubmed.ncbi.nlm.nih.gov/35186054/
MACHINE LEARNING ALGORITHMS FOR IDENTIFICATION OF ABNORMAL GLOW CURVES AND ASSOCIATED ABNORMALITY IN CaSO4:DY-BASED PERSONNEL MONITORING DOSIMETERS.,"Pathan MS, Pradhan SM, Selvam TP.","{'name': 'Radiat Prot Dosimetry', 'year': 2020, 'citation': 'Radiat Prot Dosimetry. 2020 Sep 16;190(3):342-351. doi: 10.1093/rpd/ncaa108.'}",32857133,25,https://pubmed.ncbi.nlm.nih.gov/32857133/
Hyperspectral Image Labeling and Classification Using an Ensemble Semi-Supervised Machine Learning Approach.,"Manian V, Alfaro-Mejía E, Tokars RP.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Feb 18;22(4):1623. doi: 10.3390/s22041623.'}",35214523,25,https://pubmed.ncbi.nlm.nih.gov/35214523/
Cardiovascular disease diagnosis: a holistic approach using the integration of machine learning and deep learning models.,"Sadr H, Salari A, Ashoobi MT, Nazari M.","{'name': 'Eur J Med Res', 'year': 2024, 'citation': 'Eur J Med Res. 2024 Sep 11;29(1):455. doi: 10.1186/s40001-024-02044-7.'}",39261891,25,https://pubmed.ncbi.nlm.nih.gov/39261891/
Application of supervised machine learning as a method for identifying DEM contact law parameters.,Klejment P.,"{'name': 'Math Biosci Eng', 'year': 2021, 'citation': 'Math Biosci Eng. 2021 Sep 1;18(6):7490-7505. doi: 10.3934/mbe.2021370.'}",34814259,25,https://pubmed.ncbi.nlm.nih.gov/34814259/
Link prediction and feature relevance in knowledge networks: A machine learning approach.,"Zinilli A, Cerulli G.","{'name': 'PLoS One', 'year': 2023, 'citation': 'PLoS One. 2023 Nov 30;18(11):e0290018. doi: 10.1371/journal.pone.0290018. eCollection 2023.'}",38032965,25,https://pubmed.ncbi.nlm.nih.gov/38032965/
"With a Little Help from Machine Learning, Precision Radiology Can Be Feasible.",Chang PJ.,"{'name': 'Radiology', 'year': 2019, 'citation': 'Radiology. 2019 Mar;290(3):680-681. doi: 10.1148/radiol.2018182557. Epub 2018 Dec 11.'}",30526348,25,https://pubmed.ncbi.nlm.nih.gov/30526348/
Prediction model of pressure injury occurrence in diabetic patients during ICU hospitalization--XGBoost machine learning model can be interpreted based on SHAP.,"Xu J, Chen T, Fang X, Xia L, Pan X.","{'name': 'Intensive Crit Care Nurs', 'year': 2024, 'citation': 'Intensive Crit Care Nurs. 2024 Aug;83:103715. doi: 10.1016/j.iccn.2024.103715. Epub 2024 May 2.'}",38701634,25,https://pubmed.ncbi.nlm.nih.gov/38701634/
Self-Supervised Learning for Electroencephalography.,"Rafiei MH, Gauthier LV, Adeli H, Takabi D.","{'name': 'IEEE Trans Neural Netw Learn Syst', 'year': 2024, 'citation': 'IEEE Trans Neural Netw Learn Syst. 2024 Feb;35(2):1457-1471. doi: 10.1109/TNNLS.2022.3190448. Epub 2024 Feb 5.'}",35867362,25,https://pubmed.ncbi.nlm.nih.gov/35867362/
The synergism of spatial metabolomics and morphometry improves machine learning-based renal tumour subtype classification.,"Prade VM, Sun N, Shen J, Feuchtinger A, Kunzke T, Buck A, Schraml P, Moch H, Schwamborn K, Autenrieth M, Gschwend JE, Erlmeier F, Hartmann A, Walch A.","{'name': 'Clin Transl Med', 'year': 2022, 'citation': 'Clin Transl Med. 2022 Feb;12(2):e666. doi: 10.1002/ctm2.666.'}",35184396,25,https://pubmed.ncbi.nlm.nih.gov/35184396/
Exploration of critical care data by using unsupervised machine learning.,"Hyun S, Kaewprag P, Cooper C, Hixon B, Moffatt-Bruce S.","{'name': 'Comput Methods Programs Biomed', 'year': 2020, 'citation': 'Comput Methods Programs Biomed. 2020 Oct;194:105507. doi: 10.1016/j.cmpb.2020.105507. Epub 2020 Apr 28.'}",32403049,25,https://pubmed.ncbi.nlm.nih.gov/32403049/
IOT-Based Medical Informatics Farming System with Predictive Data Analytics Using Supervised Machine Learning Algorithms.,"Rokade A, Singh M, Arora SK, Nizeyimana E.","{'name': 'Comput Math Methods Med', 'year': 2022, 'citation': 'Comput Math Methods Med. 2022 Aug 30;2022:8434966. doi: 10.1155/2022/8434966. eCollection 2022.'}",36081435,26,https://pubmed.ncbi.nlm.nih.gov/36081435/
Deep self-supervised machine learning algorithms with a novel feature elimination and selection approaches for blood test-based multi-dimensional health risks classification.,"Tutsoy O, Koç GG.","{'name': 'BMC Bioinformatics', 'year': 2024, 'citation': 'BMC Bioinformatics. 2024 Mar 8;25(1):103. doi: 10.1186/s12859-024-05729-2.'}",38459463,26,https://pubmed.ncbi.nlm.nih.gov/38459463/
Comparative Analysis of Electrodermal Activity Decomposition Methods in Emotion Detection Using Machine Learning.,"Sriram Kumar P, Govarthan PK, Ganapathy N, Agastinose Ronickom JF.","{'name': 'Stud Health Technol Inform', 'year': 2023, 'citation': 'Stud Health Technol Inform. 2023 May 18;302:73-77. doi: 10.3233/SHTI230067.'}",37203612,26,https://pubmed.ncbi.nlm.nih.gov/37203612/
Deep Learning for Protein-Protein Interaction Site Prediction.,"Jamasb AR, Day B, Cangea C, Liò P, Blundell TL.","{'name': 'Methods Mol Biol', 'year': 2021, 'citation': 'Methods Mol Biol. 2021;2361:263-288. doi: 10.1007/978-1-0716-1641-3_16.'}",34236667,26,https://pubmed.ncbi.nlm.nih.gov/34236667/
Why we should talk about institutional (dis)trustworthiness and medical machine learning.,"De Proost M, Pozzi G.","{'name': 'Med Health Care Philos', 'year': 2025, 'citation': 'Med Health Care Philos. 2025 Mar;28(1):83-92. doi: 10.1007/s11019-024-10235-6. Epub 2024 Nov 13.'}",39537900,26,https://pubmed.ncbi.nlm.nih.gov/39537900/
"Genomic prediction using machine learning: a comparison of the performance of regularized regression, ensemble, instance-based and deep learning methods on synthetic and empirical data.","Lourenço VM, Ogutu JO, Rodrigues RAP, Posekany A, Piepho HP.","{'name': 'BMC Genomics', 'year': 2024, 'citation': 'BMC Genomics. 2024 Feb 7;25(1):152. doi: 10.1186/s12864-023-09933-x.'}",38326768,26,https://pubmed.ncbi.nlm.nih.gov/38326768/
Prediction and Diagnosis of Breast Cancer Using Machine and Modern Deep Learning Models.,"Devi S, Kaul Ghanekar R, Pande JA, Dumbre D, Chavan R, Gupta H.","{'name': 'Asian Pac J Cancer Prev', 'year': 2024, 'citation': 'Asian Pac J Cancer Prev. 2024 Mar 1;25(3):1077-1085. doi: 10.31557/APJCP.2024.25.3.1077.'}",38546090,26,https://pubmed.ncbi.nlm.nih.gov/38546090/
A TDD Framework for Automated Monitoring in Internet of Things with Machine Learning.,"Hayashi VT, Ruggiero WV, Estrella JC, Filho AQ, Pita MA, Arakaki R, Ribeiro C, Trazzi B, Bulla R Jr.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Dec 5;22(23):9498. doi: 10.3390/s22239498.'}",36502200,26,https://pubmed.ncbi.nlm.nih.gov/36502200/
Shallow and deep learning classifiers in medical image analysis.,"Prinzi F, Currieri T, Gaglio S, Vitabile S.","{'name': 'Eur Radiol Exp', 'year': 2024, 'citation': 'Eur Radiol Exp. 2024 Mar 5;8(1):26. doi: 10.1186/s41747-024-00428-2.'}",38438821,26,https://pubmed.ncbi.nlm.nih.gov/38438821/
Important feature identification for perceptual sex of point-light walkers using supervised machine learning.,"Asanoi C, Oda K.","{'name': 'J Vis', 'year': 2022, 'citation': 'J Vis. 2022 Nov 1;22(12):10. doi: 10.1167/jov.22.12.10.'}",36342692,26,https://pubmed.ncbi.nlm.nih.gov/36342692/
The Use of Kinematic Features in Evaluating Upper Limb Motor Function Learning Progress Based on Machine Learning.,"Dong S, Gallagher J, Jackson A, Levesley M.","{'name': 'IEEE Int Conf Rehabil Robot', 'year': 2023, 'citation': 'IEEE Int Conf Rehabil Robot. 2023 Sep;2023:1-6. doi: 10.1109/ICORR58425.2023.10304807.'}",37941177,27,https://pubmed.ncbi.nlm.nih.gov/37941177/
Novel criteria to classify ARDS severity using a machine learning approach.,"Sayed M, Riaño D, Villar J.","{'name': 'Crit Care', 'year': 2021, 'citation': 'Crit Care. 2021 Apr 20;25(1):150. doi: 10.1186/s13054-021-03566-w.'}",33879214,27,https://pubmed.ncbi.nlm.nih.gov/33879214/
The Impact of Supervised Learning Methods in Ultralarge High-Throughput Docking.,"Cavasotto CN, Di Filippo JI.","{'name': 'J Chem Inf Model', 'year': 2023, 'citation': 'J Chem Inf Model. 2023 Apr 24;63(8):2267-2280. doi: 10.1021/acs.jcim.2c01471. Epub 2023 Apr 10.'}",37036491,27,https://pubmed.ncbi.nlm.nih.gov/37036491/
Comparison of the Meta-Active Machine Learning Model Applied to Biological Data-Driven Experiments with Other Models.,Wang H.,"{'name': 'J Healthc Eng', 'year': 2021, 'citation': 'J Healthc Eng. 2021 Dec 13;2021:8014850. doi: 10.1155/2021/8014850. eCollection 2021.'}",34938423,27,https://pubmed.ncbi.nlm.nih.gov/34938423/
C10Pred: A First Machine Learning Based Tool to Predict C10 Family Cysteine Peptidases Using Sequence-Derived Features.,"Malik A, Mahajan N, Dar TA, Kim CB.","{'name': 'Int J Mol Sci', 'year': 2022, 'citation': 'Int J Mol Sci. 2022 Aug 23;23(17):9518. doi: 10.3390/ijms23179518.'}",36076915,27,https://pubmed.ncbi.nlm.nih.gov/36076915/
Machine Learning Algorithms in the Personalized Modeling of Incapacitated Patients' Decision Making-Is It a Viable Concept?,"Rzepiński T, Deskur-Śmielecka E, Chojnicki M.","{'name': 'Am J Bioeth', 'year': 2024, 'citation': 'Am J Bioeth. 2024 Jul;24(7):51-53. doi: 10.1080/15265161.2024.2353026. Epub 2024 Jun 24.'}",38913480,27,https://pubmed.ncbi.nlm.nih.gov/38913480/
Received Signal Strength Fingerprinting-Based Indoor Location Estimation Employing Machine Learning.,"Polak L, Rozum S, Slanina M, Bravenec T, Fryza T, Pikrakis A.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Jul 5;21(13):4605. doi: 10.3390/s21134605.'}",34283125,27,https://pubmed.ncbi.nlm.nih.gov/34283125/
Beyond Supervised Learning for Pervasive Healthcare.,"Gu X, Deligianni F, Han J, Liu X, Chen W, Yang GZ, Lo B.","{'name': 'IEEE Rev Biomed Eng', 'year': 2024, 'citation': 'IEEE Rev Biomed Eng. 2024;17:42-62. doi: 10.1109/RBME.2023.3296938. Epub 2024 Jan 12.'}",37471188,27,https://pubmed.ncbi.nlm.nih.gov/37471188/
Artificial intelligence in medicine: The rise of machine learning.,"Colalillo JM, Smith J.","{'name': 'Emerg Med Australas', 'year': 2024, 'citation': 'Emerg Med Australas. 2024 Aug;36(4):628-631. doi: 10.1111/1742-6723.14459.'}",39013808,27,https://pubmed.ncbi.nlm.nih.gov/39013808/
Painting Classification in Art Teaching under Machine Learning from the Perspective of Emotional Semantic Analysis.,"Liang J, Xiao Z.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 May 2;2022:9592050. doi: 10.1155/2022/9592050. eCollection 2022.'}",35548095,27,https://pubmed.ncbi.nlm.nih.gov/35548095/
Enhanced Changeover Detection in Industry 4.0 Environments with Machine Learning.,"Miller E, Borysenko V, Heusinger M, Niedner N, Engelmann B, Schmitt J.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Sep 1;21(17):5896. doi: 10.3390/s21175896.'}",34502786,28,https://pubmed.ncbi.nlm.nih.gov/34502786/
Classification of EEG evoked in 2D and 3D virtual reality: traditional machine learning versus deep learning.,"Zuo M, Yu B, Sui L.","{'name': 'Biomed Phys Eng Express', 'year': 2024, 'citation': 'Biomed Phys Eng Express. 2024 Nov 5;11(1). doi: 10.1088/2057-1976/ad89c5.'}",39437806,28,https://pubmed.ncbi.nlm.nih.gov/39437806/
Interpretable machine learning model for outcome prediction in patients with aneurysmatic subarachnoid hemorrhage.,"Moriya M, Karako K, Miyazaki S, Minakata S, Satoh S, Abe Y, Suzuki S, Miyazato S, Takara H.","{'name': 'Crit Care', 'year': 2025, 'citation': 'Crit Care. 2025 Jan 20;29(1):36. doi: 10.1186/s13054-024-05245-y.'}",39833976,28,https://pubmed.ncbi.nlm.nih.gov/39833976/
The role of artificial intelligence and machine learning in predicting orthopaedic outcomes.,"Bayliss L, Jones LD.","{'name': 'Bone Joint J', 'year': 2019, 'citation': 'Bone Joint J. 2019 Dec;101-B(12):1476-1478. doi: 10.1302/0301-620X.101B12.BJJ-2019-0850.R1.'}",31786999,28,https://pubmed.ncbi.nlm.nih.gov/31786999/
Monitoring Lung Mechanics during Mechanical Ventilation using Machine Learning Algorithms.,"Hezarjaribi N, Dutta R, Xing T, Murdoch GK, Mazrouee S, Mortazavi BJ, Ghasemzadeh H.","{'name': 'Annu Int Conf IEEE Eng Med Biol Soc', 'year': 2018, 'citation': 'Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:1160-1163. doi: 10.1109/EMBC.2018.8512483.'}",30440597,28,https://pubmed.ncbi.nlm.nih.gov/30440597/
Application of Various Machine Learning Techniques in Predicting Total Organic Carbon from Well Logs.,"Siddig O, Ibrahim AF, Elkatatny S.","{'name': 'Comput Intell Neurosci', 'year': 2021, 'citation': 'Comput Intell Neurosci. 2021 Aug 30;2021:7390055. doi: 10.1155/2021/7390055. eCollection 2021.'}",34545282,28,https://pubmed.ncbi.nlm.nih.gov/34545282/
A Crop Growth Prediction Model Using Energy Data Based on Machine Learning in Smart Farms.,"Venkatesan S, Lim J, Cho Y.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Oct 12;2022:2648695. doi: 10.1155/2022/2648695. eCollection 2022.'}",36275984,28,https://pubmed.ncbi.nlm.nih.gov/36275984/
Radiomics: Data Are Also Images.,"Hatt M, Le Rest CC, Tixier F, Badic B, Schick U, Visvikis D.","{'name': 'J Nucl Med', 'year': 2019, 'citation': 'J Nucl Med. 2019 Sep;60(Suppl 2):38S-44S. doi: 10.2967/jnumed.118.220582.'}",31481588,28,https://pubmed.ncbi.nlm.nih.gov/31481588/
Proactive approach for preamble detection in 5G-NR PRACH using supervised machine learning and ensemble model.,"Zehra SS, Magarini M, Qureshi R, Mustafa SMN, Farooq F.","{'name': 'Sci Rep', 'year': 2022, 'citation': 'Sci Rep. 2022 May 19;12(1):8378. doi: 10.1038/s41598-022-12349-4.'}",35589934,28,https://pubmed.ncbi.nlm.nih.gov/35589934/
A machine learning model with human cognitive biases capable of learning from small and biased datasets.,"Taniguchi H, Sato H, Shirakawa T.","{'name': 'Sci Rep', 'year': 2018, 'citation': 'Sci Rep. 2018 May 9;8(1):7397. doi: 10.1038/s41598-018-25679-z.'}",29743630,28,https://pubmed.ncbi.nlm.nih.gov/29743630/
Text-Based Emotion Recognition Using Deep Learning Approach.,"Bharti SK, Varadhaganapathy S, Gupta RK, Shukla PK, Bouye M, Hingaa SK, Mahmoud A.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Aug 23;2022:2645381. doi: 10.1155/2022/2645381. eCollection 2022.'}",36052029,29,https://pubmed.ncbi.nlm.nih.gov/36052029/
Reevaluating feature importances in machine learning models for schizophrenia and bipolar disorder: The need for true associations.,Takefuji Y.,"{'name': 'Brain Behav Immun', 'year': 2025, 'citation': 'Brain Behav Immun. 2025 Feb;124:123-124. doi: 10.1016/j.bbi.2024.11.036. Epub 2024 Nov 29.'}",39617071,29,https://pubmed.ncbi.nlm.nih.gov/39617071/
Identifying diseases symptoms and general rules using supervised and unsupervised machine learning.,Sogandi F.,"{'name': 'Sci Rep', 'year': 2024, 'citation': 'Sci Rep. 2024 Aug 2;14(1):17956. doi: 10.1038/s41598-024-69029-8.'}",39095606,29,https://pubmed.ncbi.nlm.nih.gov/39095606/
Sea Fog Dissipation Prediction in Incheon Port and Haeundae Beach Using Machine Learning and Deep Learning.,"Han JH, Kim KJ, Joo HS, Han YH, Kim YT, Kwon SJ.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Aug 2;21(15):5232. doi: 10.3390/s21155232.'}",34372469,29,https://pubmed.ncbi.nlm.nih.gov/34372469/
"Graph-Based Deep Learning for Medical Diagnosis and Analysis: Past, Present and Future.","Ahmedt-Aristizabal D, Armin MA, Denman S, Fookes C, Petersson L.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Jul 12;21(14):4758. doi: 10.3390/s21144758.'}",34300498,29,https://pubmed.ncbi.nlm.nih.gov/34300498/
Protocol for state-of-health prediction of lithium-ion batteries based on machine learning.,"Shu X, Shen S, Shen J, Zhang Y, Li G, Chen Z, Liu Y.","{'name': 'STAR Protoc', 'year': 2022, 'citation': 'STAR Protoc. 2022 Apr 4;3(2):101272. doi: 10.1016/j.xpro.2022.101272. eCollection 2022 Jun 17.'}",35403003,29,https://pubmed.ncbi.nlm.nih.gov/35403003/
A first step towards a machine learning-based framework for bloodstain classification in forensic science.,"Jung H, Jo YS, Ahn Y, Jeong J, Lim SK.","{'name': 'Forensic Sci Int', 'year': 2024, 'citation': 'Forensic Sci Int. 2024 Dec;365:112278. doi: 10.1016/j.forsciint.2024.112278. Epub 2024 Oct 31.'}",39504628,29,https://pubmed.ncbi.nlm.nih.gov/39504628/
PROTA: A Robust Tool for Protamine Prediction Using a Hybrid Approach of Machine Learning and Deep Learning.,"Farias JG, Herrera-Belén L, Jimenez L, Beltrán JF.","{'name': 'Int J Mol Sci', 'year': 2024, 'citation': 'Int J Mol Sci. 2024 Sep 24;25(19):10267. doi: 10.3390/ijms251910267.'}",39408595,29,https://pubmed.ncbi.nlm.nih.gov/39408595/
(1)-norm based safe semi-supervised learning.,"Gan H, Yang Z, Wang J, Li B.","{'name': 'Math Biosci Eng', 'year': 2021, 'citation': 'Math Biosci Eng. 2021 Sep 7;18(6):7727-7742. doi: 10.3934/mbe.2021383.'}",34814272,29,https://pubmed.ncbi.nlm.nih.gov/34814272/
Monitoring Mixing Processes Using Ultrasonic Sensors and Machine Learning.,"Bowler AL, Bakalis S, Watson NJ.","{'name': 'Sensors (Basel)', 'year': 2020, 'citation': 'Sensors (Basel). 2020 Mar 25;20(7):1813. doi: 10.3390/s20071813.'}",32218142,29,https://pubmed.ncbi.nlm.nih.gov/32218142/
Diagnosis of Operating Conditions of the Electrical Submersible Pump via Machine Learning.,"Brasil J, Maitelli C, Nascimento J, Chiavone-Filho O, Galvão E.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Dec 27;23(1):279. doi: 10.3390/s23010279.'}",36616878,30,https://pubmed.ncbi.nlm.nih.gov/36616878/
Item response theory as a feature selection and interpretation tool in the context of machine learning.,"Kline AS, Kline TJB, Lee J.","{'name': 'Med Biol Eng Comput', 'year': 2021, 'citation': 'Med Biol Eng Comput. 2021 Feb;59(2):471-482. doi: 10.1007/s11517-020-02301-x. Epub 2021 Feb 3.'}",33534111,30,https://pubmed.ncbi.nlm.nih.gov/33534111/
The Application of Deep Learning for the Evaluation of User Interfaces.,"Keselj A, Milicevic M, Zubrinic K, Car Z.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Nov 30;22(23):9336. doi: 10.3390/s22239336.'}",36502037,30,https://pubmed.ncbi.nlm.nih.gov/36502037/
Evolution and impact of bias in human and machine learning algorithm interaction.,"Sun W, Nasraoui O, Shafto P.","{'name': 'PLoS One', 'year': 2020, 'citation': 'PLoS One. 2020 Aug 13;15(8):e0235502. doi: 10.1371/journal.pone.0235502. eCollection 2020.'}",32790666,30,https://pubmed.ncbi.nlm.nih.gov/32790666/
Artificial intelligence 101 for veterinary diagnostic imaging.,"Hespel AM, Zhang Y, Basran PS.","{'name': 'Vet Radiol Ultrasound', 'year': 2022, 'citation': 'Vet Radiol Ultrasound. 2022 Dec;63 Suppl 1:817-827. doi: 10.1111/vru.13160.'}",36514230,30,https://pubmed.ncbi.nlm.nih.gov/36514230/
Protein classification by autofluorescence spectral shape analysis using machine learning.,"Chikkanayakanahalli Mukunda D, Rodrigues J, Chandra S, Mazumder N, Vitkin A, Kishore Mahato K.","{'name': 'Talanta', 'year': 2024, 'citation': 'Talanta. 2024 Jan 15;267:125167. doi: 10.1016/j.talanta.2023.125167. Epub 2023 Sep 9.'}",37714041,30,https://pubmed.ncbi.nlm.nih.gov/37714041/
Exploration of Black Boxes of Supervised Machine Learning Models: A Demonstration on Development of Predictive Heart Risk Score.,"Sajid MR, Khan AA, Albar HM, Muhammad N, Sami W, Bukhari SAC, Wajahat I.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 May 12;2022:5475313. doi: 10.1155/2022/5475313. eCollection 2022.'}",35602638,30,https://pubmed.ncbi.nlm.nih.gov/35602638/
Transfer learning for small molecule retention predictions.,"Osipenko S, Botashev K, Nikolaev E, Kostyukevich Y.","{'name': 'J Chromatogr A', 'year': 2021, 'citation': 'J Chromatogr A. 2021 May 10;1644:462119. doi: 10.1016/j.chroma.2021.462119. Epub 2021 Mar 31.'}",33845426,30,https://pubmed.ncbi.nlm.nih.gov/33845426/
Finding functional motifs in protein sequences with deep learning and natural language models.,"Savojardo C, Martelli PL, Casadio R.","{'name': 'Curr Opin Struct Biol', 'year': 2023, 'citation': 'Curr Opin Struct Biol. 2023 Aug;81:102641. doi: 10.1016/j.sbi.2023.102641. Epub 2023 Jun 28.'}",37385080,30,https://pubmed.ncbi.nlm.nih.gov/37385080/
A Novel System to Increase Yield of Manufacturing Test of an RF Transceiver through Application of Machine Learning.,"Siddiqui A, Otero P, Zubair M.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Jan 8;23(2):705. doi: 10.3390/s23020705.'}",36679504,30,https://pubmed.ncbi.nlm.nih.gov/36679504/
Prediction of black carbon in marine engines and correlation analysis of model characteristics based on multiple machine learning algorithms.,"Sun Y, Lü L, Cai YK, Lee P.","{'name': 'Environ Sci Pollut Res Int', 'year': 2022, 'citation': 'Environ Sci Pollut Res Int. 2022 Nov;29(52):78509-78525. doi: 10.1007/s11356-022-20496-4. Epub 2022 Jun 13.'}",35697984,31,https://pubmed.ncbi.nlm.nih.gov/35697984/
IoT-based automated water pollution treatment using machine learning classifiers.,AlZubi AA.,"{'name': 'Environ Technol', 'year': 2024, 'citation': 'Environ Technol. 2024 May;45(12):2299-2307. doi: 10.1080/09593330.2022.2034978. Epub 2022 Feb 19.'}",35083949,31,https://pubmed.ncbi.nlm.nih.gov/35083949/
"In AI, is bigger always better?",Ananthaswamy A.,"{'name': 'Nature', 'year': 2023, 'citation': 'Nature. 2023 Mar;615(7951):202-205. doi: 10.1038/d41586-023-00641-w.'}",36890378,31,https://pubmed.ncbi.nlm.nih.gov/36890378/
Development of an efficient novel method for coronary artery disease prediction using machine learning and deep learning techniques.,"Mansoor CMM, Chettri SK, Naleer HMM.","{'name': 'Technol Health Care', 'year': 2024, 'citation': 'Technol Health Care. 2024;32(6):4545-4569. doi: 10.3233/THC-240740.'}",39031414,31,https://pubmed.ncbi.nlm.nih.gov/39031414/
Anomaly-based threat detection in smart health using machine learning.,"Tabassum M, Mahmood S, Bukhari A, Alshemaimri B, Daud A, Khalique F.","{'name': 'BMC Med Inform Decis Mak', 'year': 2024, 'citation': 'BMC Med Inform Decis Mak. 2024 Nov 19;24(1):347. doi: 10.1186/s12911-024-02760-4.'}",39563355,31,https://pubmed.ncbi.nlm.nih.gov/39563355/
